State,County,Percent
Alabama,Autauga County,15.6
Alabama,Baldwin County,20.4
Alabama,Barbour County,19.4
Alabama,Bibb County,16.5
Alabama,Blount County,18.2
Alabama,Bullock County,16.4
Alabama,Butler County,20.3
Alabama,Calhoun County,17.7
Alabama,Chambers County,19.5
Alabama,Cherokee County,23.0
Alabama,Chilton County,16.8
Alabama,Choctaw County,23.0
Alabama,Clarke County,19.9
Alabama,Clay County,20.7
Alabama,Cleburne County,19.5
Alabama,Coffee County,17.0
Alabama,Colbert County,19.9
Alabama,Conecuh County,22.5
Alabama,Coosa County,23.2
Alabama,Covington County,21.1
Alabama,Crenshaw County,19.0
Alabama,Cullman County,18.5
Alabama,Dale County,16.9
Alabama,Dallas County,18.1
Alabama,DeKalb County,17.3
Alabama,Elmore County,15.1
Alabama,Escambia County,17.9
Alabama,Etowah County,19.0
Alabama,Fayette County,21.1
Alabama,Franklin County,16.9
Alabama,Geneva County,20.3
Alabama,Greene County,22.3
Alabama,Hale County,19.2
Alabama,Henry County,22.7
Alabama,Houston County,17.8
Alabama,Jackson County,20.0
Alabama,Jefferson County,15.9
Alabama,Lamar County,21.7
Alabama,Lauderdale County,20.1
Alabama,Lawrence County,18.7
Alabama,Lee County,11.9
Alabama,Limestone County,15.2
Alabama,Lowndes County,18.8
Alabama,Macon County,20.4
Alabama,Madison County,15.0
Alabama,Marengo County,19.6
Alabama,Marion County,21.2
Alabama,Marshall County,17.0
Alabama,Mobile County,16.2
Alabama,Monroe County,20.3
Alabama,Montgomery County,15.1
Alabama,Morgan County,17.5
Alabama,Perry County,19.4
Alabama,Pickens County,19.0
Alabama,Pike County,15.0
Alabama,Randolph County,20.4
Alabama,Russell County,14.3
Alabama,St. Clair County,16.6
Alabama,Shelby County,15.3
Alabama,Sumter County,18.0
Alabama,Talladega County,18.0
Alabama,Tallapoosa County,21.6
Alabama,Tuscaloosa County,13.3
Alabama,Walker County,19.3
Alabama,Washington County,19.1
Alabama,Wilcox County,19.4
Alabama,Winston County,21.6
Alaska,Aleutians East Borough,9.2
Alaska,Aleutians West Census Area,6.9
Alaska,Anchorage Municipality,11.1
Alaska,Bethel Census Area,7.7
Alaska,Bristol Bay Borough,14.5
Alaska,Denali Borough,11.9
Alaska,Dillingham Census Area,9.4
Alaska,Fairbanks North Star Borough,10.3
Alaska,Haines Borough,22.1
Alaska,Hoonah-Angoon Census Area,22.5
Alaska,Juneau City and Borough,13.4
Alaska,Kenai Peninsula Borough,17.4
Alaska,Ketchikan Gateway Borough,15.5
Alaska,Kodiak Island Borough,10.3
Alaska,Kusilvak Census Area,6.0
Alaska,Lake and Peninsula Borough,10.2
Alaska,Matanuska-Susitna Borough,11.9
Alaska,Nome Census Area,7.7
Alaska,North Slope Borough,6.8
Alaska,Northwest Arctic Borough,7.3
Alaska,Petersburg Borough,19.1
Alaska,Prince of Wales-Hyder Census Area,17.1
Alaska,Sitka City and Borough,15.7
Alaska,Skagway Municipality,14.5
Alaska,Southeast Fairbanks Census Area,14.5
Alaska,Valdez-Cordova Census Area,13.7
Alaska,Wrangell City and Borough,21.9
Alaska,Yakutat City and Borough,19.5
Alaska,Yukon-Koyukuk Census Area,15.2
Arizona,Apache County,15.3
Arizona,Cochise County,22.3
Arizona,Coconino County,12.5
Arizona,Gila County,28.8
Arizona,Graham County,13.9
Arizona,Greenlee County,13.2
Arizona,La Paz County,39.3
Arizona,Maricopa County,15.2
Arizona,Mohave County,30.3
Arizona,Navajo County,18.1
Arizona,Pima County,19.8
Arizona,Pinal County,20.4
Arizona,Santa Cruz County,18.1
Arizona,Yavapai County,31.6
Arizona,Yuma County,18.8
Arkansas,Arkansas County,19.6
Arkansas,Ashley County,20.4
Arkansas,Baxter County,30.9
Arkansas,Benton County,13.4
Arkansas,Boone County,20.7
Arkansas,Bradley County,19.0
Arkansas,Calhoun County,21.5
Arkansas,Carroll County,23.2
Arkansas,Chicot County,20.3
Arkansas,Clark County,16.7
Arkansas,Clay County,21.4
Arkansas,Cleburne County,26.8
Arkansas,Cleveland County,21.0
Arkansas,Columbia County,17.4
Arkansas,Conway County,19.6
Arkansas,Craighead County,13.8
Arkansas,Crawford County,16.6
Arkansas,Crittenden County,14.1
Arkansas,Cross County,18.8
Arkansas,Dallas County,23.2
Arkansas,Desha County,19.0
Arkansas,Drew County,17.5
Arkansas,Faulkner County,12.5
Arkansas,Franklin County,19.3
Arkansas,Fulton County,26.3
Arkansas,Garland County,23.8
Arkansas,Grant County,18.0
Arkansas,Greene County,16.0
Arkansas,Hempstead County,18.0
Arkansas,Hot Spring County,18.9
Arkansas,Howard County,17.9
Arkansas,Independence County,17.5
Arkansas,Izard County,25.8
Arkansas,Jackson County,18.1
Arkansas,Jefferson County,17.3
Arkansas,Johnson County,16.5
Arkansas,Lafayette County,24.0
Arkansas,Lawrence County,19.7
Arkansas,Lee County,19.6
Arkansas,Lincoln County,15.3
Arkansas,Little River County,21.0
Arkansas,Logan County,19.9
Arkansas,Lonoke County,13.3
Arkansas,Madison County,19.1
Arkansas,Marion County,28.5
Arkansas,Miller County,16.9
Arkansas,Mississippi County,14.8
Arkansas,Monroe County,23.2
Arkansas,Montgomery County,27.0
Arkansas,Nevada County,20.6
Arkansas,Newton County,26.5
Arkansas,Ouachita County,20.4
Arkansas,Perry County,20.2
Arkansas,Phillips County,19.0
Arkansas,Pike County,20.4
Arkansas,Poinsett County,17.9
Arkansas,Polk County,23.0
Arkansas,Pope County,15.8
Arkansas,Prairie County,23.8
Arkansas,Pulaski County,15.6
Arkansas,Randolph County,19.9
Arkansas,St. Francis County,16.2
Arkansas,Saline County,17.8
Arkansas,Scott County,20.9
Arkansas,Searcy County,25.0
Arkansas,Sebastian County,16.0
Arkansas,Sevier County,14.5
Arkansas,Sharp County,26.1
Arkansas,Stone County,27.4
Arkansas,Union County,17.9
Arkansas,Van Buren County,26.0
Arkansas,Washington County,11.7
Arkansas,White County,16.4
Arkansas,Woodruff County,23.1
Arkansas,Yell County,17.8
California,Alameda County,13.8
California,Alpine County,25.4
California,Amador County,27.0
California,Butte County,18.6
California,Calaveras County,27.5
California,Colusa County,14.6
California,Contra Costa County,15.8
California,Del Norte County,18.0
California,El Dorado County,21.2
California,Fresno County,12.3
California,Glenn County,15.9
California,Humboldt County,17.9
California,Imperial County,13.0
California,Inyo County,23.4
California,Kern County,11.0
California,Kings County,10.3
California,Lake County,22.7
California,Lassen County,15.2
California,Los Angeles County,13.6
California,Madera County,14.0
California,Marin County,22.3
California,Mariposa County,27.9
California,Mendocino County,22.1
California,Merced County,11.2
California,Modoc County,26.9
California,Mono County,15.8
California,Monterey County,13.6
California,Napa County,19.1
California,Nevada County,27.5
California,Orange County,14.8
California,Placer County,19.6
California,Plumas County,28.4
California,Riverside County,14.4
California,Sacramento County,14.1
California,San Benito County,12.9
California,San Bernardino County,11.6
California,San Diego County,14.0
California,San Francisco County,15.7
California,San Joaquin County,12.7
California,San Luis Obispo County,20.1
California,San Mateo County,16.1
California,Santa Barbara County,15.3
California,Santa Clara County,13.5
California,Santa Cruz County,16.5
California,Shasta County,20.9
California,Sierra County,31.6
California,Siskiyou County,25.5
California,Solano County,15.8
California,Sonoma County,19.7
California,Stanislaus County,13.2
California,Sutter County,15.4
California,Tehama County,19.4
California,Trinity County,27.3
California,Tulare County,11.4
California,Tuolumne County,26.2
California,Ventura County,15.6
California,Yolo County,12.5
California,Yuba County,12.8
Colorado,Adams County,10.5
Colorado,Alamosa County,13.6
Colorado,Arapahoe County,13.1
Colorado,Archuleta County,26.0
Colorado,Baca County,24.7
Colorado,Bent County,17.9
Colorado,Boulder County,14.3
Colorado,Broomfield County,13.8
Colorado,Chaffee County,25.4
Colorado,Cheyenne County,20.5
Colorado,Clear Creek County,20.3
Colorado,Conejos County,19.3
Colorado,Costilla County,27.3
Colorado,Crowley County,13.7
Colorado,Custer County,32.2
Colorado,Delta County,25.9
Colorado,Denver County,11.8
Colorado,Dolores County,25.1
Colorado,Douglas County,11.9
Colorado,Eagle County,11.6
Colorado,Elbert County,16.4
Colorado,El Paso County,12.8
Colorado,Fremont County,21.7
Colorado,Garfield County,13.1
Colorado,Gilpin County,16.9
Colorado,Grand County,17.6
Colorado,Gunnison County,13.0
Colorado,Hinsdale County,30.3
Colorado,Huerfano County,31.2
Colorado,Jackson County,22.2
Colorado,Jefferson County,16.5
Colorado,Kiowa County,23.4
Colorado,Kit Carson County,19.3
Colorado,Lake County,14.3
Colorado,La Plata County,17.2
Colorado,Larimer County,15.7
Colorado,Las Animas County,24.3
Colorado,Lincoln County,17.6
Colorado,Logan County,17.8
Colorado,Mesa County,19.1
Colorado,Mineral County,31.2
Colorado,Moffat County,15.3
Colorado,Montezuma County,22.1
Colorado,Montrose County,23.3
Colorado,Morgan County,15.5
Colorado,Otero County,20.4
Colorado,Ouray County,27.2
Colorado,Park County,20.4
Colorado,Phillips County,22.5
Colorado,Pitkin County,19.4
Colorado,Prowers County,17.6
Colorado,Pueblo County,18.5
Colorado,Rio Blanco County,15.5
Colorado,Rio Grande County,20.2
Colorado,Routt County,15.4
Colorado,Saguache County,23.0
Colorado,San Juan County,23.4
Colorado,San Miguel County,14.7
Colorado,Sedgwick County,26.2
Colorado,Summit County,13.7
Colorado,Teller County,21.9
Colorado,Washington County,20.7
Colorado,Weld County,12.2
Colorado,Yuma County,18.5
Connecticut,Fairfield County,15.9
Connecticut,Hartford County,17.1
Connecticut,Litchfield County,21.3
Connecticut,Middlesex County,20.3
Connecticut,New Haven County,17.4
Connecticut,New London County,18.2
Connecticut,Tolland County,15.8
Connecticut,Windham County,16.6
Delaware,Kent County,17.1
Delaware,New Castle County,15.6
Delaware,Sussex County,27.7
District of Columbia,District of Columbia,12.1
Florida,Alachua County,14.0
Florida,Baker County,14.2
Florida,Bay County,17.1
Florida,Bradford County,17.8
Florida,Brevard County,23.7
Florida,Broward County,16.6
Florida,Calhoun County,18.0
Florida,Charlotte County,40.2
Florida,Citrus County,36.3
Florida,Clay County,15.8
Florida,Collier County,32.2
Florida,Columbia County,18.9
Florida,DeSoto County,22.2
Florida,Dixie County,23.6
Florida,Duval County,14.0
Florida,Escambia County,16.8
Florida,Flagler County,30.7
Florida,Franklin County,24.0
Florida,Gadsden County,17.9
Florida,Gilchrist County,20.5
Florida,Glades County,27.3
Florida,Gulf County,21.6
Florida,Hamilton County,18.0
Florida,Hardee County,16.6
Florida,Hendry County,13.7
Florida,Hernando County,27.5
Florida,Highlands County,35.3
Florida,Hillsborough County,14.3
Florida,Holmes County,19.9
Florida,Indian River County,33.0
Florida,Jackson County,19.5
Florida,Jefferson County,23.5
Florida,Lafayette County,16.0
Florida,Lake County,26.7
Florida,Lee County,28.6
Florida,Leon County,13.4
Florida,Levy County,24.8
Florida,Liberty County,14.5
Florida,Madison County,20.5
Florida,Manatee County,27.4
Florida,Marion County,28.9
Florida,Martin County,30.9
Florida,Miami-Dade County,16.2
Florida,Monroe County,23.0
Florida,Nassau County,22.2
Florida,Okaloosa County,16.0
Florida,Okeechobee County,19.8
Florida,Orange County,11.9
Florida,Osceola County,13.2
Florida,Palm Beach County,23.9
Florida,Pasco County,22.6
Florida,Pinellas County,24.8
Florida,Polk County,20.2
Florida,Putnam County,23.2
Florida,St. Johns County,20.2
Florida,St. Lucie County,24.1
Florida,Santa Rosa County,16.0
Florida,Sarasota County,36.7
Florida,Seminole County,15.5
Florida,Sumter County,57.6
Florida,Suwannee County,21.4
Florida,Taylor County,20.4
Florida,Union County,15.0
Florida,Volusia County,24.4
Florida,Wakulla County,15.7
Florida,Walton County,20.6
Florida,Washington County,17.5
Georgia,Appling County,17.2
Georgia,Atkinson County,14.1
Georgia,Bacon County,16.0
Georgia,Baker County,22.5
Georgia,Baldwin County,16.0
Georgia,Banks County,17.5
Georgia,Barrow County,12.4
Georgia,Bartow County,14.0
Georgia,Ben Hill County,17.5
Georgia,Berrien County,17.1
Georgia,Bibb County,15.6
Georgia,Bleckley County,16.8
Georgia,Brantley County,16.6
Georgia,Brooks County,19.8
Georgia,Bryan County,10.6
Georgia,Bulloch County,11.5
Georgia,Burke County,15.6
Georgia,Butts County,15.5
Georgia,Calhoun County,15.7
Georgia,Camden County,13.6
Georgia,Candler County,18.0
Georgia,Carroll County,13.6
Georgia,Catoosa County,17.7
Georgia,Charlton County,16.0
Georgia,Chatham County,15.4
Georgia,Chattahoochee County,4.8
Georgia,Chattooga County,17.6
Georgia,Cherokee County,13.9
Georgia,Clarke County,11.0
Georgia,Clay County,26.8
Georgia,Clayton County,9.3
Georgia,Clinch County,16.2
Georgia,Cobb County,12.3
Georgia,Coffee County,13.8
Georgia,Colquitt County,15.5
Georgia,Columbia County,13.5
Georgia,Cook County,16.5
Georgia,Coweta County,13.9
Georgia,Crawford County,18.8
Georgia,Crisp County,18.7
Georgia,Dade County,19.3
Georgia,Dawson County,20.1
Georgia,Decatur County,16.2
Georgia,DeKalb County,12.4
Georgia,Dodge County,18.0
Georgia,Dooly County,20.1
Georgia,Dougherty County,15.4
Georgia,Douglas County,11.5
Georgia,Early County,19.0
Georgia,Echols County,13.0
Georgia,Effingham County,11.6
Georgia,Elbert County,20.9
Georgia,Emanuel County,16.1
Georgia,Evans County,16.0
Georgia,Fannin County,29.5
Georgia,Fayette County,18.2
Georgia,Floyd County,16.7
Georgia,Forsyth County,12.0
Georgia,Franklin County,19.0
Georgia,Fulton County,11.7
Georgia,Gilmer County,24.8
Georgia,Glascock County,18.0
Georgia,Glynn County,20.2
Georgia,Gordon County,14.8
Georgia,Grady County,18.2
Georgia,Greene County,29.1
Georgia,Gwinnett County,10.1
Georgia,Habersham County,18.2
Georgia,Hall County,14.9
Georgia,Hancock County,23.3
Georgia,Haralson County,16.2
Georgia,Harris County,18.8
Georgia,Hart County,21.6
Georgia,Heard County,17.5
Georgia,Henry County,11.6
Georgia,Houston County,12.7
Georgia,Irwin County,17.9
Georgia,Jackson County,14.4
Georgia,Jasper County,17.5
Georgia,Jeff Davis County,15.7
Georgia,Jefferson County,18.3
Georgia,Jenkins County,16.8
Georgia,Johnson County,18.8
Georgia,Jones County,17.6
Georgia,Lamar County,17.0
Georgia,Lanier County,14.1
Georgia,Laurens County,17.7
Georgia,Lee County,12.6
Georgia,Liberty County,9.3
Georgia,Lincoln County,23.8
Georgia,Long County,9.6
Georgia,Lowndes County,12.4
Georgia,Lumpkin County,17.6
Georgia,McDuffie County,17.5
Georgia,McIntosh County,26.7
Georgia,Macon County,17.3
Georgia,Madison County,17.0
Georgia,Marion County,20.0
Georgia,Meriwether County,20.4
Georgia,Miller County,22.2
Georgia,Mitchell County,16.3
Georgia,Monroe County,18.5
Georgia,Montgomery County,17.1
Georgia,Morgan County,20.0
Georgia,Murray County,14.9
Georgia,Muscogee County,13.4
Georgia,Newton County,13.0
Georgia,Oconee County,15.2
Georgia,Oglethorpe County,18.9
Georgia,Paulding County,10.6
Georgia,Peach County,16.0
Georgia,Pickens County,21.9
Georgia,Pierce County,17.0
Georgia,Pike County,15.9
Georgia,Polk County,15.5
Georgia,Pulaski County,22.6
Georgia,Putnam County,24.1
Georgia,Quitman County,31.2
Georgia,Rabun County,27.6
Georgia,Randolph County,23.9
Georgia,Richmond County,14.1
Georgia,Rockdale County,14.4
Georgia,Schley County,17.1
Georgia,Screven County,18.8
Georgia,Seminole County,23.1
Georgia,Spalding County,17.9
Georgia,Stephens County,19.4
Georgia,Stewart County,15.6
Georgia,Sumter County,16.7
Georgia,Talbot County,24.4
Georgia,Taliaferro County,26.3
Georgia,Tattnall County,14.3
Georgia,Taylor County,20.2
Georgia,Telfair County,18.1
Georgia,Terrell County,19.8
Georgia,Thomas County,18.3
Georgia,Tift County,14.9
Georgia,Toombs County,16.4
Georgia,Towns County,34.5
Georgia,Treutlen County,18.4
Georgia,Troup County,14.8
Georgia,Turner County,19.9
Georgia,Twiggs County,22.7
Georgia,Union County,33.0
Georgia,Upson County,18.5
Georgia,Walker County,18.6
Georgia,Walton County,15.5
Georgia,Ware County,17.3
Georgia,Warren County,22.7
Georgia,Washington County,17.4
Georgia,Wayne County,15.8
Georgia,Webster County,23.6
Georgia,Wheeler County,14.6
Georgia,White County,23.0
Georgia,Whitfield County,14.0
Georgia,Wilcox County,18.1
Georgia,Wilkes County,23.1
Georgia,Wilkinson County,19.4
Georgia,Worth County,19.1
Hawaii,Hawaii County,20.9
Hawaii,Honolulu County,17.7
Hawaii,Kalawao County,42.0
Hawaii,Kauai County,20.2
Hawaii,Maui County,18.3
Idaho,Ada County,14.4
Idaho,Adams County,28.7
Idaho,Bannock County,14.2
Idaho,Bear Lake County,20.6
Idaho,Benewah County,22.5
Idaho,Bingham County,14.3
Idaho,Blaine County,19.6
Idaho,Boise County,25.1
Idaho,Bonner County,24.5
Idaho,Bonneville County,13.3
Idaho,Boundary County,22.5
Idaho,Butte County,23.4
Idaho,Camas County,22.4
Idaho,Canyon County,13.8
Idaho,Caribou County,17.5
Idaho,Cassia County,14.2
Idaho,Clark County,17.7
Idaho,Clearwater County,27.3
Idaho,Custer County,29.0
Idaho,Elmore County,13.5
Idaho,Franklin County,14.2
Idaho,Fremont County,16.8
Idaho,Gem County,21.9
Idaho,Gooding County,17.3
Idaho,Idaho County,27.9
Idaho,Jefferson County,11.5
Idaho,Jerome County,13.0
Idaho,Kootenai County,19.0
Idaho,Latah County,13.5
Idaho,Lemhi County,30.3
Idaho,Lewis County,26.4
Idaho,Lincoln County,14.1
Idaho,Madison County,7.0
Idaho,Minidoka County,16.3
Idaho,Nez Perce County,19.9
Idaho,Oneida County,20.3
Idaho,Owyhee County,17.8
Idaho,Payette County,18.4
Idaho,Power County,15.4
Idaho,Shoshone County,22.8
Idaho,Teton County,12.5
Idaho,Twin Falls County,15.4
Idaho,Valley County,25.1
Idaho,Washington County,25.1
Illinois,Adams County,20.2
Illinois,Alexander County,21.9
Illinois,Bond County,18.6
Illinois,Boone County,15.8
Illinois,Brown County,13.9
Illinois,Bureau County,21.9
Illinois,Calhoun County,23.3
Illinois,Carroll County,25.5
Illinois,Cass County,17.8
Illinois,Champaign County,12.8
Illinois,Christian County,19.9
Illinois,Clark County,19.9
Illinois,Clay County,20.3
Illinois,Clinton County,17.2
Illinois,Coles County,16.9
Illinois,Cook County,14.6
Illinois,Crawford County,18.9
Illinois,Cumberland County,19.6
Illinois,DeKalb County,12.6
Illinois,De Witt County,19.2
Illinois,Douglas County,18.1
Illinois,DuPage County,15.5
Illinois,Edgar County,21.8
Illinois,Edwards County,21.5
Illinois,Effingham County,17.7
Illinois,Fayette County,19.0
Illinois,Ford County,18.8
Illinois,Franklin County,20.5
Illinois,Fulton County,20.6
Illinois,Gallatin County,23.3
Illinois,Greene County,19.6
Illinois,Grundy County,14.1
Illinois,Hamilton County,21.8
Illinois,Hancock County,23.2
Illinois,Hardin County,25.7
Illinois,Henderson County,25.1
Illinois,Henry County,20.3
Illinois,Iroquois County,21.6
Illinois,Jackson County,15.7
Illinois,Jasper County,19.4
Illinois,Jefferson County,19.1
Illinois,Jersey County,19.5
Illinois,Jo Daviess County,28.1
Illinois,Johnson County,21.5
Illinois,Kane County,13.7
Illinois,Kankakee County,16.9
Illinois,Kendall County,10.3
Illinois,Knox County,21.6
Illinois,Lake County,14.2
Illinois,LaSalle County,18.9
Illinois,Lawrence County,17.4
Illinois,Lee County,19.6
Illinois,Livingston County,19.2
Illinois,Logan County,18.3
Illinois,McDonough County,17.6
Illinois,McHenry County,14.6
Illinois,McLean County,13.2
Illinois,Macon County,20.0
Illinois,Macoupin County,19.9
Illinois,Madison County,17.2
Illinois,Marion County,19.7
Illinois,Marshall County,23.5
Illinois,Mason County,22.2
Illinois,Massac County,21.0
Illinois,Menard County,19.4
Illinois,Mercer County,21.7
Illinois,Monroe County,17.8
Illinois,Montgomery County,20.2
Illinois,Morgan County,20.0
Illinois,Moultrie County,18.9
Illinois,Ogle County,18.7
Illinois,Peoria County,17.1
Illinois,Perry County,18.6
Illinois,Piatt County,19.4
Illinois,Pike County,21.0
Illinois,Pope County,28.0
Illinois,Pulaski County,22.4
Illinois,Putnam County,22.6
Illinois,Randolph County,18.6
Illinois,Richland County,20.5
Illinois,Rock Island County,19.3
Illinois,St. Clair County,15.8
Illinois,Saline County,20.3
Illinois,Sangamon County,17.9
Illinois,Schuyler County,22.8
Illinois,Scott County,19.9
Illinois,Shelby County,22.5
Illinois,Stark County,22.3
Illinois,Stephenson County,22.7
Illinois,Tazewell County,18.8
Illinois,Union County,21.4
Illinois,Vermilion County,19.3
Illinois,Wabash County,20.7
Illinois,Warren County,19.5
Illinois,Washington County,20.1
Illinois,Wayne County,21.5
Illinois,White County,21.6
Illinois,Whiteside County,20.9
Illinois,Will County,13.1
Illinois,Williamson County,19.0
Illinois,Winnebago County,17.5
Illinois,Woodford County,18.1
Indiana,Adams County,15.5
Indiana,Allen County,14.6
Indiana,Bartholomew County,16.3
Indiana,Benton County,17.8
Indiana,Blackford County,21.6
Indiana,Boone County,13.4
Indiana,Brown County,24.1
Indiana,Carroll County,19.6
Indiana,Cass County,17.8
Indiana,Clark County,15.8
Indiana,Clay County,17.9
Indiana,Clinton County,16.7
Indiana,Crawford County,19.5
Indiana,Daviess County,15.3
Indiana,Dearborn County,17.7
Indiana,Decatur County,16.7
Indiana,DeKalb County,16.2
Indiana,Delaware County,17.1
Indiana,Dubois County,17.5
Indiana,Elkhart County,14.7
Indiana,Fayette County,20.4
Indiana,Floyd County,16.1
Indiana,Fountain County,20.1
Indiana,Franklin County,18.4
Indiana,Fulton County,19.5
Indiana,Gibson County,17.6
Indiana,Grant County,19.2
Indiana,Greene County,19.5
Indiana,Hamilton County,12.4
Indiana,Hancock County,16.2
Indiana,Harrison County,17.7
Indiana,Hendricks County,13.9
Indiana,Henry County,18.9
Indiana,Howard County,19.5
Indiana,Huntington County,17.2
Indiana,Jackson County,16.4
Indiana,Jasper County,17.6
Indiana,Jay County,17.9
Indiana,Jefferson County,18.0
Indiana,Jennings County,16.4
Indiana,Johnson County,14.6
Indiana,Knox County,17.8
Indiana,Kosciusko County,16.7
Indiana,LaGrange County,13.6
Indiana,Lake County,16.5
Indiana,LaPorte County,17.9
Indiana,Lawrence County,20.0
Indiana,Madison County,18.3
Indiana,Marion County,12.6
Indiana,Marshall County,17.9
Indiana,Martin County,19.8
Indiana,Miami County,17.7
Indiana,Monroe County,13.1
Indiana,Montgomery County,17.9
Indiana,Morgan County,16.9
Indiana,Newton County,19.5
Indiana,Noble County,16.0
Indiana,Ohio County,22.1
Indiana,Orange County,19.5
Indiana,Owen County,19.3
Indiana,Parke County,19.4
Indiana,Perry County,18.8
Indiana,Pike County,20.0
Indiana,Porter County,16.4
Indiana,Posey County,18.8
Indiana,Pulaski County,19.6
Indiana,Putnam County,16.6
Indiana,Randolph County,20.3
Indiana,Ripley County,17.8
Indiana,Rush County,18.3
Indiana,St. Joseph County,15.8
Indiana,Scott County,16.6
Indiana,Shelby County,17.1
Indiana,Spencer County,19.3
Indiana,Starke County,18.6
Indiana,Steuben County,20.2
Indiana,Sullivan County,18.0
Indiana,Switzerland County,17.3
Indiana,Tippecanoe County,11.6
Indiana,Tipton County,20.9
Indiana,Union County,19.4
Indiana,Vanderburgh County,16.9
Indiana,Vermillion County,20.0
Indiana,Vigo County,16.3
Indiana,Wabash County,20.9
Indiana,Warren County,20.2
Indiana,Warrick County,17.5
Indiana,Washington County,17.1
Indiana,Wayne County,19.2
Indiana,Wells County,18.3
Indiana,White County,20.1
Indiana,Whitley County,18.0
Iowa,Adair County,22.7
Iowa,Adams County,23.1
Iowa,Allamakee County,22.7
Iowa,Appanoose County,22.7
Iowa,Audubon County,24.7
Iowa,Benton County,18.6
Iowa,Black Hawk County,16.4
Iowa,Boone County,18.4
Iowa,Bremer County,19.6
Iowa,Buchanan County,17.9
Iowa,Buena Vista County,16.1
Iowa,Butler County,22.3
Iowa,Calhoun County,22.9
Iowa,Carroll County,20.3
Iowa,Cass County,23.2
Iowa,Cedar County,19.7
